"GreenMountain" "ForrestHill" "BadHumbug" "CommunistCommune" "FairCity"
111233 75339 965013 1e+05 141952
117836 105092 996471 1e+05 100842
91265 111488 967598 1e+05 10519
81060 139173 975889 1e+05 2152
99435 117423 1030443 1e+05 142764
107853 122304 978046 1e+05 61126
86678 120998 973163 1e+05 84884
112731 91924 998493 1e+05 73223
112762 75232 963079 1e+05 144165
125495 78862 1004201 1e+05 78555
128211 72887 971547 1e+05 10686
91848 78816 1010119 1e+05 78943
92498 129453 964033 1e+05 73197
115028 96267 1001098 1e+05 190550
91133 81289 967299 1e+05 12852
100966 83094 968332 1e+05 122335
159618 116615 979684 1e+05 10442
83278 110410 998468 1e+05 70292
66916 118369 966930 1e+05 106959
106540 128686 990372 1e+05 44416
113139 112040 983470 1e+05 89399
100330 131514 1015160 1e+05 101289
92136 120065 977561 1e+05 52127
104125 101160 974871 1e+05 107330
105281 78214 1017658 1e+05 125550
76986 112228 978947 1e+05 143016
83327 120855 1022550 1e+05 71656
120842 80280 986038 1e+05 177176
123189 132736 990163 1e+05 92101
114374 89274 1004088 1e+05 57521
134423 125121 997745 1e+05 40494
99008 120258 959173 1e+05 194247
86400 105463 983662 1e+05 17313
95781 90824 967388 1e+05 128877
65959 108830 970303 1e+05 118249
109118 97834 987417 1e+05 179084
87454 105588 964625 1e+05 156914
107314 80853 963794 1e+05 159411
103768 102097 1007850 1e+05 57117
137239 102039 979908 1e+05 54469
93540 98198 980665 1e+05 81402
96749 128197 1029221 1e+05 53865
99874 109814 967996 1e+05 106029
100206 86100 990684 1e+05 165589
103221 103301 988080 1e+05 164097
94904 91482 961244 1e+05 91595
74903 89230 991662 1e+05 47887
86059 126198 996069 1e+05 129185
106392 86748 991266 1e+05 49979
88949 78602 995943 1e+05 153564
95115 93664 972768 1e+05 49208
90258 127682 997503 1e+05 75575
95107 66408 990672 1e+05 23498
25389 74516 980315 1e+05 126204
61780 100174 944650 1e+05 130738
86269 93974 1016595 1e+05 122862
71652 117972 995203 1e+05 167611
130150 93578 993710 1e+05 140366
83142 101613 1002053 1e+05 17641
100106 82050 986611 1e+05 75713
89556 101432 982489 1e+05 32847
114650 94074 953992 1e+05 77074
99762 149263 1e+10 1e+05 124500
99307 81128 996584 1e+05 97201
85555 102755 975836 1e+05 14619
119125 108436 991759 1e+05 98449
94527 114382 982801 1e+05 135310
90901 104857 984797 1e+05 117076
101975 78106 974356 1e+05 167064
120744 70721 999250 1e+05 126461
88349 142620 1016061 1e+05 567
137294 120779 995494 1e+05 48826
91269 90153 985141 1e+05 32797
94257 61054 989410 1e+05 127188
89827 100393 997568 1e+05 186511
100384 70181 988069 1e+05 40640
102609 159509 969440 1e+05 155631
103110 129118 962098 1e+05 101702
67440 115725 978468 1e+05 165717
135846 115754 963206 1e+05 48487
108561 151997 966304 1e+05 188575
126436 110737 981307 1e+05 145293
89657 99733 980383 1e+05 44491
90277 87398 984353 1e+05 128390
73851 132997 951323 1e+05 124252
134567 71356 997061 1e+05 164752
111865 120958 994439 1e+05 179336
118329 101013 989343 1e+05 125416
89795 92300 1025404 1e+05 173738
123357 84829 991695 1e+05 70507
104244 68265 1010866 1e+05 161951
96704 69856 951777 1e+05 83553
90707 126293 988323 1e+05 165112
130642 79523 975084 1e+05 177096
67932 111415 990779 1e+05 83056
73674 97495 979554 1e+05 56565
91010 91020 997264 1e+05 21447
85283 113545 968116 1e+05 97079
119462 103627 1010602 1e+05 66944
89213 96581 1004569 1e+05 55765
85760 87774 936733 1e+05 7392
95946 85328 979437 1e+05 52558
108350 120678 1002442 1e+05 121384
102511 107074 1000682 1e+05 149559
102652 100965 1016916 1e+05 98977
129756 73581 1003249 1e+05 29813
93781 118002 982405 1e+05 107936
132257 114655 993028 1e+05 191527
118454 143802 972849 1e+05 191573
115824 123381 973469 1e+05 151510
109471 75788 984466 1e+05 143677
136207 107094 975123 1e+05 123342
76087 125238 1000125 1e+05 101490
95017 96644 960066 1e+05 170458
106480 99221 946533 1e+05 160395
115650 97491 962268 1e+05 117730
97066 136547 1012762 1e+05 88848
92995 113276 971992 1e+05 31813
99542 78601 994878 1e+05 57329
51782 93069 975168 1e+05 174590
62960 58759 981853 1e+05 40642
85605 109316 976912 1e+05 127260
74117 103230 951813 1e+05 190768
85762 93734 973315 1e+05 141188
131672 111741 1005251 1e+05 136899
132028 75367 962884 1e+05 138068
118074 94560 981216 1e+05 125689
113817 125443 1008574 1e+05 155406
96435 82644 944063 1e+05 98078
106992 125105 971897 1e+05 193717
101069 121648 950306 1e+05 163275
91111 97691 968767 1e+05 15507
97517 122159 993129 1e+05 149892
107316 128354 1002660 1e+05 52725
113455 109104 981993 1e+05 194595
107423 99240 978135 1e+05 138150
108665 84722 985478 1e+05 54162
117175 103558 993262 1e+05 16447
116353 99280 995128 1e+05 82079
68509 79336 1014386 1e+05 2325
98895 98285 993042 1e+05 149985
130472 103051 955586 1e+05 81478
134729 116706 1003451 1e+05 27071
92362 101836 938574 1e+05 32554
116559 102693 996619 1e+05 94125
97706 82812 995547 1e+05 128413
78973 99838 964107 1e+05 71547
85011 101210 1010610 1e+05 176436
84083 121506 1006988 1e+05 143169
78519 85190 982539 1e+05 31030
121632 102477 980402 1e+05 3968
113602 149345 1004686 1e+05 113102
99420 83881 945083 1e+05 3141
89944 88252 987198 1e+05 145852
141189 91724 979607 1e+05 90675
90668 113397 987082 1e+05 96574
129310 83008 945449 1e+05 112581
116705 82889 980578 1e+05 35374
137919 84398 1005436 1e+05 181024
98994 92248 1029393 1e+05 29239
97625 101227 967530 1e+05 147383
110493 86851 977938 1e+05 123517
79493 106569 1002580 1e+05 74844
83992 89747 978583 1e+05 168387
119991 88410 978462 1e+05 160526
90108 70373 984447 1e+05 21254
96275 97818 987525 1e+05 54775
101639 132558 957223 1e+05 176749
103255 106647 1011379 1e+05 195114
122876 107908 987574 1e+05 185475
87418 89420 955633 1e+05 127512
95161 64445 980224 1e+05 3747
124735 67639 998380 1e+05 48020
142805 113805 963271 1e+05 50719
117792 76273 982158 1e+05 107604
99903 120186 942869 1e+05 43531
99480 104237 968335 1e+05 175901
146429 95474 1006431 1e+05 181405
107019 73997 981451 1e+05 155241
112768 111343 978053 1e+05 140419
77024 132389 950290 1e+05 88863
103601 105349 986417 1e+05 25913
112971 67642 1000229 1e+05 171693
68203 75877 995206 1e+05 164031
101759 93057 964520 1e+05 95411
108212 129657 962102 1e+05 21105
98772 105429 972374 1e+05 141195
111825 89128 978971 1e+05 75382
70636 74356 992790 1e+05 18555
85946 76909 975288 1e+05 121358
35030 120517 968255 1e+05 108872
91636 101699 977423 1e+05 51245
85313 90912 982019 1e+05 31016
76930 84754 977564 1e+05 146517
66147 112245 965217 1e+05 45754
99870 125682 964309 1e+05 20144
125399 110355 997169 1e+05 70712
132117 105471 979286 1e+05 21581
100488 110274 1017519 1e+05 15710
118977 95221 971799 1e+05 73810
115235 56565 992022 1e+05 8820
84084 83823 978824 1e+05 5281
79094 76736 974694 1e+05 127558
107946 111985 968027 1e+05 149966
100454 127850 980197 1e+05 159410
94536 101342 943733 1e+05 27784
88678 73484 926375 1e+05 67202
103461 100075 987330 1e+05 111106
100815 107055 970173 1e+05 26830
87246 109060 959266 1e+05 184696
85791 83756 1014938 1e+05 18309
105386 98812 994207 1e+05 105501
72800 90853 974652 1e+05 74
55247 56712 1007488 1e+05 118923
90325 113837 974119 1e+05 119897
61503 97010 956213 1e+05 164358
120419 93938 982355 1e+05 36392
84448 106197 973276 1e+05 59593
127506 90700 1022573 1e+05 22759
111464 100957 989751 1e+05 193946
92762 82671 988887 1e+05 109046
90877 120386 982663 1e+05 123065
107281 90244 987063 1e+05 157168
107576 118530 1005861 1e+05 199250
81259 77376 963198 1e+05 183013
135134 137738 997395 1e+05 4011
106788 111581 977220 1e+05 188800
103143 58096 965199 1e+05 130019
109734 98544 974871 1e+05 73627
101184 124706 935676 1e+05 126769
146478 76849 984984 1e+05 176403
100700 116752 972035 1e+05 110897
81156 115751 1003434 1e+05 92666
100250 124119 954966 1e+05 189481
135087 88988 969677 1e+05 18715
56365 94265 969209 1e+05 20191
83000 106952 968672 1e+05 86135
79743 84848 983842 1e+05 191214
154692 103028 974391 1e+05 116348
63408 133824 989373 1e+05 134533
95447 74812 965160 1e+05 34137
80000 83364 975880 1e+05 74027
125928 93032 980545 1e+05 147516
100024 80171 1025299 1e+05 112517
85841 110418 970704 1e+05 13088
87262 82483 960679 1e+05 83337
84989 118973 944889 1e+05 199131
107508 153268 975964 1e+05 57472
113753 94362 966321 1e+05 139906
85769 70330 971837 1e+05 33627
92932 114786 964235 1e+05 74953
95788 86964 942158 1e+05 38738
83712 122452 972310 1e+05 61630
59913 129357 1035391 1e+05 133289
67311 92837 1028058 1e+05 2522
102409 69518 974657 1e+05 89060
97122 73884 938048 1e+05 161924
110579 109615 984016 1e+05 188616
101792 129916 978492 1e+05 90654
122556 88093 945382 1e+05 176059
135168 123499 966502 1e+05 136422
113465 95399 984445 1e+05 145911
92956 106710 958269 1e+05 100988
87405 139783 970180 1e+05 17760
90521 94689 1002307 1e+05 135361
101453 123048 995885 1e+05 122765
88171 71456 1001326 1e+05 95393
81703 121896 990718 1e+05 173811
103793 100392 1009593 1e+05 16606
115247 111950 956902 1e+05 133318
118628 104306 977261 1e+05 190186
127660 96449 961027 1e+05 128175
118228 121833 963522 1e+05 34416
91650 84656 969908 1e+05 45189
128237 108716 979415 1e+05 41514
89182 71978 950592 1e+05 105610
49989 116723 990259 1e+05 64065
103990 97843 955669 1e+05 168340
96901 94525 968746 1e+05 146563
95154 102336 1007044 1e+05 34911
101283 114845 976107 1e+05 4654
96493 73479 1022964 1e+05 95362
102086 109613 1014605 1e+05 167843
88967 107179 987798 1e+05 190572
82697 94762 955935 1e+05 89396
99648 129822 953102 1e+05 2704
79319 113606 984835 1e+05 31614
87424 108817 988597 1e+05 71081
99445 92028 958813 1e+05 84897
82344 86591 987944 1e+05 137424
120768 92610 995524 1e+05 140674
83732 78048 965575 1e+05 19233
89781 123121 965976 1e+05 110643
91887 105521 1006128 1e+05 151103
78401 105790 1008022 1e+05 143246
69416 113083 975232 1e+05 21691
121523 116778 1014233 1e+05 118612
91019 108862 1000283 1e+05 37348
100790 136965 998904 1e+05 42343
108078 121169 1018798 1e+05 92883
94400 110766 991990 1e+05 133174
88798 92400 1022372 1e+05 8529
98928 71650 984347 1e+05 18672
145929 114563 988994 1e+05 41109
98194 140628 997820 1e+05 166516
92695 116450 950011 1e+05 107806
84099 118989 964155 1e+05 99419
78878 96702 946559 1e+05 47686
108065 137228 993594 1e+05 59573
93390 82979 938852 1e+05 160986
81376 97349 962898 1e+05 109202
114391 109021 961027 1e+05 176367
63675 87966 958304 1e+05 174065
86125 111520 994170 1e+05 46605
114740 87313 982772 1e+05 142830
88439 85918 984864 1e+05 26254
99474 110197 969939 1e+05 103877
111087 108146 977938 1e+05 49348
92565 105166 996342 1e+05 138709
110487 117472 965109 1e+05 70502
92501 98159 962823 1e+05 96617
94551 84792 995113 1e+05 183972
99636 98280 973041 1e+05 32986
102101 123093 998982 1e+05 192043
101990 115966 1008303 1e+05 90033
116927 133521 954131 1e+05 42581
79067 94320 980822 1e+05 123875
117113 119453 974279 1e+05 1539
86697 131902 963401 1e+05 34112
129370 102332 1015769 1e+05 126758
48110 90527 962299 1e+05 196119
130857 50023 956223 1e+05 173289
103432 125679 991560 1e+05 175937
128173 103045 1003248 1e+05 36097
126573 108717 991141 1e+05 37752
110476 95237 962286 1e+05 78995
97785 86383 978080 1e+05 88663
115920 108794 977875 1e+05 44791
88353 114337 989285 1e+05 117512
65828 86596 965036 1e+05 136274
88067 101197 979217 1e+05 166435
120652 108358 972480 1e+05 184908
121188 130894 964826 1e+05 51430
72856 114039 1010391 1e+05 81977
109907 108400 961278 1e+05 165466
71812 78976 991758 1e+05 189357
102200 121469 961932 1e+05 87810
95439 64670 1019473 1e+05 154868
127789 99362 999478 1e+05 109610
68284 128486 990177 1e+05 34164
98298 110807 935852 1e+05 84113
71841 91172 981206 1e+05 142217
68781 89796 1001846 1e+05 8226
71721 55265 972804 1e+05 132170
102496 108715 981645 1e+05 140790
100618 100481 1000311 1e+05 79323
74628 79310 1032262 1e+05 159546
75205 124413 971913 1e+05 143089
117776 64192 978985 1e+05 17755
98850 105260 1011142 1e+05 177235
80262 99175 974992 1e+05 24242
129975 112145 973083 1e+05 114343
114146 88832 957586 1e+05 161457
80747 93749 985917 1e+05 160482
91550 118907 991273 1e+05 22918
117242 95493 967698 1e+05 127704
105524 85472 1018591 1e+05 87820
105304 102764 968131 1e+05 198700
115150 88379 982628 1e+05 166661
95901 91599 990946 1e+05 87021
134240 102537 963177 1e+05 46488
103242 89091 1007116 1e+05 173145
86458 69512 950371 1e+05 97583
73712 95716 972263 1e+05 71253
125340 90534 983579 1e+05 7865
99794 112170 995804 1e+05 56702
133352 109710 990675 1e+05 186458
87124 69325 991204 1e+05 138697
99466 135233 995945 1e+05 99374
54898 127843 981204 1e+05 116296
84506 121813 983592 1e+05 41707
82123 107501 1007903 1e+05 192654
81425 106744 1002099 1e+05 83277
91216 83104 995425 1e+05 101973
131233 117669 985145 1e+05 175450
91704 116259 982013 1e+05 2956
104376 84082 970815 1e+05 11868
133680 93558 995023 1e+05 16708
117904 99453 991989 1e+05 124782
94423 107675 996770 1e+05 17806
104294 80033 997905 1e+05 40706
125472 130453 1004865 1e+05 191488
96945 79622 985675 1e+05 105632
71591 133796 960759 1e+05 11052
123234 79671 974272 1e+05 131154
75717 117306 968888 1e+05 14511
96220 147385 964152 1e+05 178955
103113 108206 1039889 1e+05 186457
122845 113899 998930 1e+05 199686
116495 59917 974083 1e+05 19492
67187 101626 1017934 1e+05 172418
66264 94896 961005 1e+05 44712
86846 110374 1003279 1e+05 193801
89496 96228 959612 1e+05 193359
74558 114573 965193 1e+05 176550
98449 86736 955264 1e+05 27737
117285 103400 1005399 1e+05 123360
110868 88766 949555 1e+05 196803
111677 84079 982419 1e+05 89461
132916 130809 964325 1e+05 62544
85989 95591 980608 1e+05 168772
108189 101144 975864 1e+05 167548
109747 95412 1017568 1e+05 164217
116292 96325 1001460 1e+05 109013
119234 133186 982911 1e+05 34495
116599 125370 989414 1e+05 101174
84459 114274 994139 1e+05 36357
85930 92217 949170 1e+05 119424
118181 130025 984337 1e+05 29225
136859 124658 995770 1e+05 97792
97897 90294 1002175 1e+05 105372
118459 102919 970636 1e+05 118038
84366 127742 999195 1e+05 34821
116655 98227 980408 1e+05 134434
118219 103626 1013263 1e+05 26475
131510 102122 971322 1e+05 22623
101120 53946 989371 1e+05 69777
81847 91870 1005537 1e+05 49270
111017 101601 988126 1e+05 22983
113133 102159 964872 1e+05 91326
92439 116444 984974 1e+05 34455
100759 92168 1008490 1e+05 181308
72218 138337 971341 1e+05 177771
97896 132387 986162 1e+05 132465
140517 107064 993752 1e+05 41553
89516 85939 957796 1e+05 30886
139792 90835 910417 1e+05 1243
135406 119989 965303 1e+05 100417
68666 72312 969614 1e+05 76685
94640 117374 1010837 1e+05 163258
96043 100410 949910 1e+05 31929
113440 103086 987688 1e+05 131570
63686 110189 976326 1e+05 78454
97105 126978 983596 1e+05 129387
62653 87999 987451 1e+05 137813
98178 117665 988796 1e+05 66991
106427 93421 968375 1e+05 18444
119141 104678 962693 1e+05 49224
123793 107731 972390 1e+05 84013
51151 78993 960414 1e+05 178076
103386 103026 1018334 1e+05 193374
88251 78577 972762 1e+05 113059
108245 114846 998020 1e+05 24513
89300 123330 1001732 1e+05 143680
82894 113010 986066 1e+05 106002
131889 61924 963484 1e+05 35203
122216 80208 991700 1e+05 136986
113353 55557 1003812 1e+05 167191
121377 171124 1009922 1e+05 165583
67985 79232 933270 1e+05 144926
79775 101767 998061 1e+05 111961
94710 114239 1017996 1e+05 90577
118601 87196 964998 1e+05 18918
78895 118014 1015400 1e+05 79785
53925 90225 993550 1e+05 187025
84816 89170 938822 1e+05 196750
111065 122318 975287 1e+05 148637
74931 87300 958779 1e+05 86137
83919 120582 968465 1e+05 12762
82055 125726 1024130 1e+05 165452
109590 82311 967769 1e+05 29954
122374 57220 969902 1e+05 97748
117685 102359 991081 1e+05 21405
96489 83397 964981 1e+05 144872
79299 117858 973119 1e+05 94608
102453 87352 1010386 1e+05 155483
120227 103625 983361 1e+05 122730
110850 75716 977794 1e+05 69859
100097 106369 957315 1e+05 17733
75618 136167 995659 1e+05 180178
82365 79488 962384 1e+05 49005
120702 80182 978041 1e+05 111452
105234 71795 990629 1e+05 96064
120674 104632 1001744 1e+05 62326
82868 94396 1004074 1e+05 1452
77856 91234 961948 1e+05 52628
116872 79663 974656 1e+05 91186
118440 119880 976861 1e+05 169295
71011 80907 1032478 1e+05 97622
133075 65097 977001 1e+05 29264
113731 92217 1012997 1e+05 136236
115036 119138 969216 1e+05 89705
131541 101451 996840 1e+05 85811
139055 102273 997518 1e+05 102259
96571 124813 1011647 1e+05 84640
130030 87482 1019950 1e+05 33813
105477 69642 1005195 1e+05 102187
118560 109862 982905 1e+05 158778
105472 91385 983516 1e+05 83110
115541 116135 990099 1e+05 55426
110895 91867 1003219 1e+05 43858
64987 99682 990966 1e+05 131977
78883 92700 966632 1e+05 2449
82457 83827 1003506 1e+05 11285
97205 104119 961446 1e+05 128474
138654 88537 964523 1e+05 6937
136097 94595 1006253 1e+05 28013
55883 81264 945816 1e+05 197713
100067 101598 1021617 1e+05 4847
69810 143091 998843 1e+05 150322
100434 97879 978222 1e+05 2458
83386 114529 988492 1e+05 141931
56588 105490 981853 1e+05 17983
75848 98203 991878 1e+05 103113
104939 58836 1002851 1e+05 15500
105352 90426 970863 1e+05 96750
84596 81307 965746 1e+05 27528
73866 82629 988194 1e+05 187754
103496 125105 998371 1e+05 47295
96880 119083 983502 1e+05 142309
84277 115291 1005879 1e+05 5924
97825 109149 958175 1e+05 146365
69236 126695 994531 1e+05 72115
106566 116381 947275 1e+05 141610
95654 66399 952264 1e+05 62166
84315 118916 985427 1e+05 86462
123354 73090 942921 1e+05 137208
79263 115905 972580 1e+05 157273
81394 115079 968105 1e+05 67634
101868 73251 989125 1e+05 69109
121495 93924 994198 1e+05 51204
123890 104544 981812 1e+05 125687
81975 69337 1019765 1e+05 72286
92621 83066 980235 1e+05 94377
70470 99258 982218 1e+05 20614
90107 125536 962574 1e+05 175808
115302 62891 998893 1e+05 77106
119657 88443 976779 1e+05 195509
117025 95806 973150 1e+05 68282
92573 107333 975936 1e+05 67806
90304 117466 957899 1e+05 196057
112728 77394 988784 1e+05 127267
67776 92903 999317 1e+05 43481
118236 127888 983509 1e+05 53515
111694 78228 967314 1e+05 168264
119781 97666 972957 1e+05 144728
95968 55946 1001784 1e+05 23756
112607 96158 948547 1e+05 95478
66229 79690 954933 1e+05 165245
153970 131003 972505 1e+05 38864
75081 137976 963832 1e+05 198572
82182 68534 969187 1e+05 39599
67845 88492 963315 1e+05 70999
121214 72518 977182 1e+05 29255
118025 106943 990776 1e+05 26603
117085 95896 935721 1e+05 40693
115345 103494 976765 1e+05 61642
81524 100237 976283 1e+05 187023
94890 78324 958663 1e+05 49574
113659 122793 1017848 1e+05 140686
104020 93269 996004 1e+05 18462
47496 112232 1001109 1e+05 36940
98479 118116 976705 1e+05 16575
68211 97124 927356 1e+05 181680
60932 71463 994388 1e+05 110175
103809 85126 984516 1e+05 36010
134985 89304 989623 1e+05 182682
66817 117807 974006 1e+05 144977
110888 94275 972983 1e+05 181136
90850 120419 994787 1e+05 119212
66920 112290 955731 1e+05 113777
92060 132741 976099 1e+05 190629
105954 62216 1006412 1e+05 130170
102773 105386 959724 1e+05 108574
128365 127916 984394 1e+05 189444
127349 116933 965314 1e+05 75777
108343 97748 963748 1e+05 169312
92765 104910 992216 1e+05 47696
98543 99155 999073 1e+05 116746
117386 111816 987604 1e+05 110687
96531 131422 985010 1e+05 97973
105675 123524 988641 1e+05 182142
92655 120800 977914 1e+05 83949
115957 67816 977626 1e+05 121225
106776 95370 964560 1e+05 18499
88755 98961 962266 1e+05 166325
114461 97068 972785 1e+05 73109
138497 111717 952454 1e+05 13967
107859 98627 979508 1e+05 4218
99300 82624 941260 1e+05 171417
94914 117663 985739 1e+05 133790
115647 105140 972881 1e+05 48961
124335 105857 969575 1e+05 184162
91460 121866 999715 1e+05 59525
86423 79761 970814 1e+05 79812
122639 86446 1000268 1e+05 93125
118467 112086 996439 1e+05 146345
103948 92502 980981 1e+05 186289
75047 99554 940331 1e+05 152093
89852 131605 972367 1e+05 168176
126893 103114 976685 1e+05 155831
110646 87936 984585 1e+05 49665
122202 95921 986627 1e+05 5113
77017 155959 967505 1e+05 118364
113443 134472 948250 1e+05 175111
81822 85118 963346 1e+05 108389
117334 127935 1018270 1e+05 69208
118916 82437 958799 1e+05 138120
109165 118447 959279 1e+05 148414
125387 85668 999931 1e+05 78904
108750 100178 932390 1e+05 45937
114492 114774 1015488 1e+05 88985
71760 48836 937616 1e+05 38433
116866 115596 951016 1e+05 140029
97589 109004 960718 1e+05 198331
91259 123834 1002145 1e+05 187143
112910 94806 1002747 1e+05 85621
81008 104206 947417 1e+05 28618
104708 106328 940462 1e+05 163367
109421 82874 961703 1e+05 198200
72716 131595 990522 1e+05 113184
61827 101839 969425 1e+05 139057
97319 108315 933024 1e+05 139141
103384 77292 1000654 1e+05 183765
92284 69939 996321 1e+05 39162
109154 101132 944246 1e+05 59279
81284 94983 964095 1e+05 741
110452 108039 965356 1e+05 68996
84932 114345 973334 1e+05 126221
122403 116812 999136 1e+05 82179
98939 110812 977540 1e+05 127706
122641 115960 973786 1e+05 159090
114795 119184 986669 1e+05 118127
122616 119807 949440 1e+05 3528
90821 107461 976664 1e+05 157820
78828 100524 951447 1e+05 67417
106671 97025 971155 1e+05 134741
125341 98931 959812 1e+05 152106
119013 118350 1009475 1e+05 176660
63118 123116 976033 1e+05 80927
83651 118130 937632 1e+05 142019
108852 80191 961662 1e+05 163647
91492 76177 970643 1e+05 130876
101158 75322 951330 1e+05 125433
88738 110912 984667 1e+05 173193
112210 90840 1002183 1e+05 131577
89267 76101 1021382 1e+05 173062
93960 93270 932538 1e+05 73477
92274 128635 965688 1e+05 108020
125575 110138 967324 1e+05 109197
105868 140787 957937 1e+05 196099
82542 110017 1000940 1e+05 204
92365 110124 1002909 1e+05 122713
128133 87483 999703 1e+05 191875
107252 86459 992707 1e+05 45744
122129 100962 977681 1e+05 89621
108327 103224 1019037 1e+05 30845
93771 69417 987034 1e+05 89916
102140 108252 970677 1e+05 34279
81039 38426 978364 1e+05 161244
85084 114987 1017287 1e+05 38533
106216 104912 987147 1e+05 36672
128524 92175 968087 1e+05 32865
111410 59607 993334 1e+05 20226
106909 57931 1012976 1e+05 186462
95411 104624 947302 1e+05 85357
100113 86117 964303 1e+05 23886
135597 73874 982358 1e+05 164630
70847 93033 970589 1e+05 34058
86206 106586 995785 1e+05 112723
132916 76858 983485 1e+05 37308
94633 96679 988146 1e+05 61514
83952 116803 969694 1e+05 199559
131568 105649 983209 1e+05 191242
78389 97066 977620 1e+05 17180
72269 104973 988838 1e+05 61084
83574 118487 973463 1e+05 37050
90317 93788 989325 1e+05 5936
120348 110368 988102 1e+05 169397
93259 121173 956402 1e+05 182083
85834 86415 1021245 1e+05 43249
144230 76244 1000513 1e+05 134633
105875 97653 961598 1e+05 168911
98768 89538 981514 1e+05 131653
114106 107405 954625 1e+05 134656
100411 90306 984490 1e+05 118886
102967 177486 948649 1e+05 29599
117727 102077 983843 1e+05 125835
98470 50410 1012193 1e+05 27940
116725 98488 994280 1e+05 42815
126771 83706 984050 1e+05 8665
105837 110980 956796 1e+05 123056
117792 97103 1001440 1e+05 147185
90403 83413 962670 1e+05 51300
93812 112918 948516 1e+05 45533
133638 101546 965931 1e+05 192341
110141 120518 985123 1e+05 22398
80529 123629 979218 1e+05 183262
77587 98025 975007 1e+05 69559
108542 140936 950281 1e+05 12501
92667 72545 986594 1e+05 127580
77379 100681 991159 1e+05 97792
33917 104210 968609 1e+05 116263
106186 158361 982814 1e+05 190146
58698 92079 967217 1e+05 198693
104252 115263 936032 1e+05 131263
96378 123503 978693 1e+05 147062
114748 124009 959639 1e+05 176108
100732 122824 986741 1e+05 175878
103961 115378 991318 1e+05 191807
108572 77039 992872 1e+05 14206
154520 124927 958462 1e+05 163993
104538 92895 991464 1e+05 60067
92635 76346 1011043 1e+05 128152
103226 98971 968673 1e+05 74256
89286 82927 942044 1e+05 32313
127949 101760 978656 1e+05 31806
88567 97882 971860 1e+05 111075
92122 99911 986486 1e+05 22813
77272 108908 993529 1e+05 144564
96701 90986 972706 1e+05 166462
117644 68541 979918 1e+05 72026
128938 111849 1004718 1e+05 52694
86227 126370 1007293 1e+05 103381
105896 94139 966296 1e+05 101773
78031 71534 992596 1e+05 123199
70200 71790 976196 1e+05 86841
80274 90337 938358 1e+05 98658
113093 111987 990314 1e+05 8402
126979 70212 965286 1e+05 136051
89360 83513 922728 1e+05 130815
111229 101000 977376 1e+05 82020
93425 103200 963185 1e+05 116662
83137 99538 963500 1e+05 189803
108017 108140 981038 1e+05 158476
98683 80435 962110 1e+05 189970
129642 94845 968918 1e+05 195226
96420 77825 973382 1e+05 21444
87739 119680 1023061 1e+05 169309
113309 78002 1008808 1e+05 170364
130070 115782 988092 1e+05 153355
73130 71845 980947 1e+05 110002
87205 72512 968177 1e+05 160655
119515 61962 1004730 1e+05 47845
95282 97680 977634 1e+05 129399
97921 147005 974005 1e+05 194424
99606 129547 955813 1e+05 52902
139872 118205 1021904 1e+05 95538
122944 99572 1002670 1e+05 138734
95218 118627 951519 1e+05 12939
138125 100678 969180 1e+05 82198
123787 92254 1010700 1e+05 7234
123141 83579 936967 1e+05 130346
105629 104991 976654 1e+05 22981
91670 95796 990672 1e+05 93883
68505 131660 986671 1e+05 63280
91174 123905 953449 1e+05 69282
87400 98073 969142 1e+05 128188
123305 99595 994979 1e+05 57041
106691 108712 990255 1e+05 41048
108478 96901 978518 1e+05 81728
81284 127527 986663 1e+05 174719
111120 90885 966183 1e+05 5049
119088 85554 997010 1e+05 71676
93299 126157 963817 1e+05 108594
120270 94001 987138 1e+05 33404
106583 54200 967076 1e+05 91757
98459 117179 994815 1e+05 162847
87474 83933 982834 1e+05 82827
100093 138486 935893 1e+05 176580
123540 114391 1014471 1e+05 101506
92170 115406 985056 1e+05 96573
118993 94994 938222 1e+05 138561
102014 108097 989356 1e+05 155403
129298 101884 1011038 1e+05 31594
65376 109955 972063 1e+05 7436
118600 99810 945821 1e+05 75055
105437 74406 988055 1e+05 103730
121989 102545 976617 1e+05 47451
85764 94964 984755 1e+05 153824
125236 82478 960231 1e+05 142438
99756 123911 970380 1e+05 66392
84561 91214 978977 1e+05 36478
81642 91497 966880 1e+05 135427
94354 102382 964329 1e+05 3218
123194 70727 992057 1e+05 92195
81744 120177 972924 1e+05 178638
69460 77513 1009147 1e+05 154825
118233 78694 975197 1e+05 16461
115686 114898 958282 1e+05 138458
84204 87265 965565 1e+05 19754
87827 166432 940862 1e+05 82085
125511 87881 964915 1e+05 170534
81453 86751 960002 1e+05 28318
93042 76236 993317 1e+05 144612
75292 102456 1018785 1e+05 178042
102952 84513 997610 1e+05 11311
82996 105442 956606 1e+05 39072
113295 75868 950009 1e+05 30245
127408 101827 983774 1e+05 50442
124007 78049 993687 1e+05 84641
99447 97109 1003415 1e+05 88542
109391 131356 1009419 1e+05 39318
116296 120580 981008 1e+05 103876
97195 74599 972011 1e+05 59186
121084 127724 995730 1e+05 172698
126542 128269 967918 1e+05 163588
55737 90394 1008910 1e+05 84033
118352 87637 995151 1e+05 197144
110138 77982 991411 1e+05 22123
65448 83394 968108 1e+05 104162
74273 114549 982969 1e+05 75355
